"id","frame_nmr","car_id","license_number","license_number_score","data_hora"
"1125211",206190,-1,"PVE7638","0.9479243755340576","2025-08-12 19:17:01.499932-03"
"1125212",206191,-1,"PVE7638","0.9212334156036377","2025-08-12 19:17:01.701161-03"
"1125213",206191,-1,"PVE7638","0.9078137278556824","2025-08-12 19:17:01.902383-03"
"1125214",206192,-1,"PYE7638","0.9045828580856323","2025-08-12 19:17:02.097797-03"
"1125215",206192,-1,"PVE7638","0.9609818458557129","2025-08-12 19:17:02.28502-03"
"1125216",206193,-1,"PYE7638","0.947745144367218","2025-08-12 19:17:02.480375-03"
"1125217",206193,-1,"PVE7638","0.9511547088623047","2025-08-12 19:17:02.675613-03"
"1125218",206194,-1,"PVE7638","0.9225164651870728","2025-08-12 19:17:02.868923-03"
"1125219",206194,-1,"PVE7638","0.949770987033844","2025-08-12 19:17:03.07006-03"
"1125220",206195,-1,"PYE7638","0.9133682250976562","2025-08-12 19:17:04.282812-03"
"1125221",206195,-1,"PVE7638","0.9531543850898743","2025-08-12 19:17:04.452701-03"
"1125222",206196,-1,"PYE7638","0.9487572908401489","2025-08-12 19:17:04.653847-03"
"1125223",206196,-1,"PVE7638","0.9099932312965393","2025-08-12 19:17:04.932096-03"
"1125224",206197,-1,"PYE7638","0.9215761423110962","2025-08-12 19:17:05.12141-03"
"1125225",206197,-1,"PVE7638","0.9233429431915283","2025-08-12 19:17:05.289272-03"
"1125226",206198,-1,"PYE7638","0.9023385047912598","2025-08-12 19:17:05.492486-03"
"1125227",206198,-1,"PVE7638","0.9275491237640381","2025-08-12 19:17:05.673858-03"
"1125228",206199,-1,"PVE7638","0.9187818169593811","2025-08-12 19:17:05.867233-03"
"1125229",206199,-1,"PVE7638","0.9537109732627869","2025-08-12 19:17:06.033121-03"
"1125230",206200,-1,"PVE7638","0.9681898355484009","2025-08-12 19:17:06.220498-03"
"1125231",206200,-1,"PVE7638","0.9816045761108398","2025-08-12 19:17:06.397598-03"
"1125232",206201,-1,"PVE7638","0.9872786402702332","2025-08-12 19:17:06.596979-03"
"1125233",206201,-1,"PVE7638","0.9102843999862671","2025-08-12 19:17:06.778349-03"
"1125234",206202,-1,"PVE7638","0.9890602231025696","2025-08-12 19:17:06.946147-03"
"1125235",206202,-1,"PVE7638","0.9845404624938965","2025-08-12 19:17:07.141302-03"
"1125236",206203,-1,"PYE7638","0.9244971871376038","2025-08-12 19:17:07.354581-03"
"1125237",206203,-1,"PVE7638","0.9282760620117188","2025-08-12 19:17:07.530178-03"
"1125238",206204,-1,"PVE7638","0.9170330762863159","2025-08-12 19:17:07.73133-03"
"1125239",206204,-1,"PVE7638","0.9228413105010986","2025-08-12 19:17:07.9089-03"
"1125240",206205,-1,"PYE7638","0.9527654647827148","2025-08-12 19:17:08.082489-03"
"1125241",206205,-1,"PVE7638","0.917951226234436","2025-08-12 19:17:08.242296-03"
"1125242",206206,-1,"PVE7638","0.933905839920044","2025-08-12 19:17:08.447449-03"
"1125243",206206,-1,"PVE7638","0.9314346313476562","2025-08-12 19:17:08.622821-03"
"1125244",206207,-1,"PYE7638","0.9608901739120483","2025-08-12 19:17:08.818256-03"
"1125245",206207,-1,"PVE7638","0.9455443620681763","2025-08-12 19:17:08.987831-03"
"1125246",206208,-1,"PVE7638","0.9114804267883301","2025-08-12 19:17:09.177218-03"
"1125247",206208,-1,"PYE7638","0.9103887677192688","2025-08-12 19:17:09.350811-03"
"1125248",206209,-1,"PVE7638","0.9243779182434082","2025-08-12 19:17:09.547704-03"
"1125249",206209,-1,"PVE7638","0.9388607740402222","2025-08-12 19:17:09.731068-03"
"1125250",206210,-1,"PVE7638","0.9591648578643799","2025-08-12 19:17:09.904639-03"
"1125251",206210,-1,"PVE7638","0.9645043611526489","2025-08-12 19:17:10.074203-03"
"1125252",206211,-1,"PVE7638","0.9557294845581055","2025-08-12 19:17:10.259866-03"
"1125253",206211,-1,"PVE7638","0.9638799428939819","2025-08-12 19:17:10.460992-03"
"1125254",206212,-1,"PYE7638","0.9627104997634888","2025-08-12 19:17:10.652325-03"
"1125255",206212,-1,"PYE7638","0.9087342023849487","2025-08-12 19:17:10.819912-03"
"1125256",206213,-1,"PYE7638","0.8984478712081909","2025-08-12 19:17:11.088322-03"
"1125257",206213,-1,"PVE7638","0.965652585029602","2025-08-12 19:17:11.307314-03"
"1125258",206214,-1,"PYE7638","0.9065266847610474","2025-08-12 19:17:11.516513-03"
"1125259",206214,-1,"PVE7638","0.9001487493515015","2025-08-12 19:17:11.705906-03"
"1125260",206215,-1,"PYE7638","0.904168963432312","2025-08-12 19:17:11.917102-03"
"1125261",206215,-1,"PVE7638","0.9001573324203491","2025-08-12 19:17:12.098439-03"
"1125262",206216,-1,"PVE7638","0.9324953556060791","2025-08-12 19:17:12.267999-03"
"1125263",206216,-1,"PVE7638","0.9411563873291016","2025-08-12 19:17:12.433791-03"
"1125264",206217,-1,"PYE7638","0.9332835674285889","2025-08-12 19:17:12.638991-03"
"1125265",206217,-1,"PYE7638","0.8928577899932861","2025-08-12 19:17:12.816574-03"
"1125266",206218,-1,"PYE7638","0.9469977617263794","2025-08-12 19:17:13.009501-03"
"1125267",206218,-1,"PYE7638","0.9131933450698853","2025-08-12 19:17:13.17533-03"
"1125268",206219,-1,"PYE7638","0.9273350238800049","2025-08-12 19:17:13.370717-03"
"1125269",206219,-1,"PVE7638","0.9607467651367188","2025-08-12 19:17:13.554119-03"
"1125270",206220,-1,"PYE7638","0.944603443145752","2025-08-12 19:17:13.759199-03"
"1125271",206220,-1,"PVE7638","0.9105333089828491","2025-08-12 19:17:13.9348-03"
"1125272",206221,-1,"PYE7638","0.9430558085441589","2025-08-12 19:17:14.124141-03"
"1125273",206221,-1,"PYE7638","0.9307554364204407","2025-08-12 19:17:14.297689-03"
"1125274",206222,-1,"PYE7638","0.8956356048583984","2025-08-12 19:17:14.506932-03"
"1125275",206222,-1,"PVE7638","0.9189263582229614","2025-08-12 19:17:14.686236-03"
"1125276",206223,-1,"PVE7638","0.9209172129631042","2025-08-12 19:17:14.87161-03"
"1125277",206223,-1,"PVE7638","0.9638111591339111","2025-08-12 19:17:15.043451-03"
"1125278",206224,-1,"PYE7638","0.9631681442260742","2025-08-12 19:17:15.244611-03"
"1125279",206224,-1,"PVE7638","0.9053772687911987","2025-08-12 19:17:15.449818-03"
"1125280",206225,-1,"PYE7638","0.9234572052955627","2025-08-12 19:17:15.650952-03"
"1125281",206225,-1,"PVE7638","0.9615233540534973","2025-08-12 19:17:15.845815-03"
"1125282",206226,-1,"PVE7638","0.9123186469078064","2025-08-12 19:17:16.037183-03"
"1125283",206226,-1,"PVE7638","0.9350854158401489","2025-08-12 19:17:16.24233-03"
"1125284",206227,-1,"PYE7638","0.9364846348762512","2025-08-12 19:17:16.431704-03"
"1125285",206227,-1,"PVE7638","0.9419388771057129","2025-08-12 19:17:16.644613-03"
"1125286",206228,-1,"PYE7638","0.9458886981010437","2025-08-12 19:17:16.85581-03"
"1125287",206228,-1,"PVE7638","0.9023134708404541","2025-08-12 19:17:17.054991-03"
"1125288",206229,-1,"PYE7638","0.9301531314849854","2025-08-12 19:17:17.253583-03"
"1125289",206229,-1,"PYE7638","0.9328619837760925","2025-08-12 19:17:17.451044-03"
"1125290",206230,-1,"PYE7638","0.9617507457733154","2025-08-12 19:17:17.648204-03"
"1125291",206230,-1,"PYE7638","0.9209601879119873","2025-08-12 19:17:17.910798-03"
"1125292",206231,-1,"PYE7638","0.968328058719635","2025-08-12 19:17:18.120073-03"
"1125293",206231,-1,"PYE7638","0.9516689777374268","2025-08-12 19:17:18.315219-03"
"1125294",206237,-1,"PYE7638","0.9496357440948486","2025-08-12 19:17:18.508659-03"
"1125295",206237,-1,"PYE7638","0.9326175451278687","2025-08-12 19:17:18.695983-03"
"1125296",206238,-1,"PYE7638","0.9547905325889587","2025-08-12 19:17:18.888842-03"
"1125297",206238,-1,"PYE7638","0.9624991416931152","2025-08-12 19:17:19.101729-03"
