"id","frame_nmr","car_id","license_number","license_number_score","data_hora"
"1105810",1392419,-1,"HGJ3663","0.9332666993141174","2025-08-11 10:40:42.961372-03"
"1105811",1392419,-1,"JGG3H63","0.9230221807956696","2025-08-11 10:40:43.154491-03"
"1105812",1392421,-1,"HGJ3663","0.8842677772045135","2025-08-11 10:40:43.347845-03"
"1105813",1392421,-1,"JGG3H63","0.9246543347835541","2025-08-11 10:40:43.531188-03"
"1105814",1392633,-1,"GOZ2E91","0.8634336590766907","2025-08-11 10:41:16.608954-03"
"1105815",1392633,-1,"GOZ2E91","0.8754224181175232","2025-08-11 10:41:16.774768-03"
"1105816",1392634,-1,"GDZ2E91","0.8792934417724609","2025-08-11 10:41:17.141544-03"
"1105817",1392635,-1,"GDZ2E91","0.85297030210495","2025-08-11 10:41:17.30939-03"
"1105818",1392635,-1,"GDZ2E91","0.8609172701835632","2025-08-11 10:41:17.47896-03"
"1105819",1392636,-1,"GDZ2E91","0.9560809135437012","2025-08-11 10:41:17.670486-03"
"1105820",1392636,-1,"GDZ2E91","0.9689010381698608","2025-08-11 10:41:17.879747-03"
"1105821",1392637,-1,"GDZ2E91","0.9762808084487915","2025-08-11 10:41:18.120179-03"
"1105822",1392637,-1,"GDZ2E91","0.9727436900138855","2025-08-11 10:41:18.301851-03"
"1105823",1392638,-1,"GOZ2E91","0.9247472882270813","2025-08-11 10:41:18.479468-03"
"1105824",1392638,-1,"GOZ2E91","0.9192708134651184","2025-08-11 10:41:18.651126-03"
"1105825",1392639,-1,"GDZ2E91","0.946579098701477","2025-08-11 10:41:18.881943-03"
"1105826",1392639,-1,"GDZ2E91","0.9159269332885742","2025-08-11 10:41:19.041725-03"
"1105827",1392640,-1,"GDZ2E91","0.974800169467926","2025-08-11 10:41:19.35518-03"
"1105828",1392640,-1,"GDZ2E91","0.9837802648544312","2025-08-11 10:41:19.542547-03"
"1105829",1392641,-1,"GDZ2E91","0.9762190580368042","2025-08-11 10:41:19.704387-03"
"1105830",1392641,-1,"GDZ2E91","0.9779297709465027","2025-08-11 10:41:19.884065-03"
"1105831",1392642,-1,"GDZ2E91","0.9899221658706665","2025-08-11 10:41:20.051643-03"
"1105832",1392642,-1,"GDZ2E91","0.9916514158248901","2025-08-11 10:41:20.243096-03"
"1105833",1392643,-1,"GDZ2E91","0.9936334490776062","2025-08-11 10:41:20.400886-03"
"1105834",1392643,-1,"GDZ2E91","0.9946173429489136","2025-08-11 10:41:20.566554-03"
"1105835",1392644,-1,"GDZ2E91","0.994961678981781","2025-08-11 10:41:20.736353-03"
